TEAMNAMES,SeriesNumber,Filename,Name,Description,Gender,Attributes,UUID,hash
TEAM AXE,391,onome-the-stylist,onome the stylist,Onome is a fashionista with a pereferece for pipes over cigars.,Female,hair:fuzzy brown;eyes:none;teeth:none;clothing:patterned danshiki;accessories:glasses and pipe;expression:baddie;strength:all knowing;weakness:ignorance,b3427836-627b-41e4-a2d0-c29473448343,bda92cb51529cdccf907ec7c2e878be4a01f6b99def894d7169bb2f082a7e3ba
TEAM AXE,391,onome-the-stylist,onome the stylist,Onome is a fashionista with a pereferece for pipes over cigars.,Female,hair:fuzzy brown;eyes:none;teeth:none;clothing:patterned danshiki;accessories:glasses and pipe;expression:baddie;strength:all knowing;weakness:ignorance,b3427836-627b-41e4-a2d0-c29473448343,bda92cb51529cdccf907ec7c2e878be4a01f6b99def894d7169bb2f082a7e3ba
TEAM AXE,392,adaeze-the-developer,adaeze the developer,Adaeze is a gen-z software engineer whose favourite colour is purple.,Female,hair:purple braids;eyes:none;teeth:none;clothing:darkish blue buba;accessories:glasses;expression:bitchy;strength:seduction;weakness:dirt,22aaebe4-4659-44de-ab3d-c4dae11fe9f5,562e3199ee9a6e66e8a3e12f7cf5c01db6fb405d53002670d4c9ee931e07ac1a
TEAM AXE,392,adaeze-the-developer,adaeze the developer,Adaeze is a gen-z software engineer whose favourite colour is purple.,Female,hair:purple braids;eyes:none;teeth:none;clothing:darkish blue buba;accessories:glasses;expression:bitchy;strength:seduction;weakness:dirt,22aaebe4-4659-44de-ab3d-c4dae11fe9f5,562e3199ee9a6e66e8a3e12f7cf5c01db6fb405d53002670d4c9ee931e07ac1a
TEAM AXE,393,precious-the-sidechick,precious the sidechick,Precious can be found in every happening party in the cities of Lagos & Abuja. A Small girl with a big God.,Female,hair:black knob;eyes:none;teeth:none;clothing:patterned kente;accessories:berret and glasses and gum;expression:unbothered;stength:foresight;weakness:wine,ca720bf9-5e47-4421-b38f-bc62162ae99e,3a33c472d18af8d9f4403b83edcd2628909c7e1c41020615ced9557ad0d16eb2
TEAM AXE,393,precious-the-sidechick,precious the sidechick,Precious can be found in every happening party in the cities of Lagos & Abuja. A Small girl with a big God.,Female,hair:black knob;eyes:none;teeth:none;clothing:patterned kente;accessories:berret and glasses and gum;expression:unbothered;stength:foresight;weakness:wine,ca720bf9-5e47-4421-b38f-bc62162ae99e,3a33c472d18af8d9f4403b83edcd2628909c7e1c41020615ced9557ad0d16eb2
TEAM AXE,394,ella-the-creative,elle the creative,"""Ella is a smart"," resourceful and an intellligent copywriter in a marketing firm.""",Female:,hair: light brown cornrows; eyes: none; teeth: none; clothing: patterned isiagu;  accessories: glasses; expression: blank; strength: none; weakness: none,f285504f61c0d2d6cc7185ed56155c8ba2859cf99cfbc35607d5fdbba1cadb25
TEAM AXE,394,ella-the-creative,elle the creative,"""Ella is a smart"," resourceful and an intellligent copywriter in a marketing firm.""",Female:,hair: light brown cornrows; eyes: none; teeth: none; clothing: patterned isiagu;  accessories: glasses; expression: blank; strength: none; weakness: none,f285504f61c0d2d6cc7185ed56155c8ba2859cf99cfbc35607d5fdbba1cadb25
TEAM AXE,395,maame-the-starter,maame the starter,Maame is a no nonsense tough cookie who is never afraid to start something.,Female,hair:brown wavy;eyes:none;teeth:vampiric;clothing:yellow patterned kento;accessories:glasses;strength:scale of justice;weakness:anansi,2aebd094-3be5-4773-a7a0-361f6332a7d4,a8e36c399fba3143c4d0d8639b5bf564abaa57217ea58b1b57f5fbfbe0a03568
TEAM AXE,395,maame-the-starter,maame the starter,Maame is a no nonsense tough cookie who is never afraid to start something.,Female,hair:brown wavy;eyes:none;teeth:vampiric;clothing:yellow patterned kento;accessories:glasses;strength:scale of justice;weakness:anansi,2aebd094-3be5-4773-a7a0-361f6332a7d4,a8e36c399fba3143c4d0d8639b5bf564abaa57217ea58b1b57f5fbfbe0a03568
TEAM AXE,396,abigail-the-beautiful,abigail the beautiful,Abigail is the k-pop stan who loves comic books.,Female,hair:wavy brown curls;eyes:aquamarine;teeth:none;clothing:drum patterned danshiki;accessories:earrings;expression:none;strength:moonbeam;weakness:erinle,fb148f97-d309-45a4-b902-4e066ca13f96,54bbef50c3f99a050a218ccfcf6d3a3643f4d0eda698f025bc4e227312ff69c6
TEAM AXE,396,abigail-the-beautiful,abigail the beautiful,Abigail is the k-pop stan who loves comic books.,Female,hair:wavy brown curls;eyes:aquamarine;teeth:none;clothing:drum patterned danshiki;accessories:earrings;expression:none;strength:moonbeam;weakness:erinle,fb148f97-d309-45a4-b902-4e066ca13f96,54bbef50c3f99a050a218ccfcf6d3a3643f4d0eda698f025bc4e227312ff69c6
TEAM AXE,397,abike-the-iya-loja,abike the iya loja,Abike is a well known trader & the iya-loja of the largest market in Lagos.,Female,hair:purple bun;eyes:midnight black;teeth:vampiric;clothing:purpulish black buba;accessories:berret;expression:scary;strength:hammer of justice;weakness:oya,7b210c03-5446-462d-980e-c73dbbc1e386,3900012188060623b772ed1b0586393457bddb8e2fe83b3bf337a62b1387aa65
TEAM AXE,397,abike-the-iya-loja,abike the iya loja,Abike is a well known trader & the iya-loja of the largest market in Lagos.,Female,hair:purple bun;eyes:midnight black;teeth:vampiric;clothing:purpulish black buba;accessories:berret;expression:scary;strength:hammer of justice;weakness:oya,7b210c03-5446-462d-980e-c73dbbc1e386,3900012188060623b772ed1b0586393457bddb8e2fe83b3bf337a62b1387aa65
TEAM AXE,398,ashanti-the-gold seller,ashanti the gold seller,Ashanti is a well known gold trader whose trinkets are one of a kind.,Female,hair:brown curly bun;eyes:deep brown;teeth:none;clothing:multicoloured kento;accessories:pipe;expression:amused;strength:lovefist;weakness:easily deceived,80b51092-3fbc-4d0c-8518-fc461ccb6c80,029fa8c1379ee77aa0ae9dea51bacb2323621f879fddac49fec84d9133829ad0
TEAM AXE,398,ashanti-the-gold seller,ashanti the gold seller,Ashanti is a well known gold trader whose trinkets are one of a kind.,Female,hair:brown curly bun;eyes:deep brown;teeth:none;clothing:multicoloured kento;accessories:pipe;expression:amused;strength:lovefist;weakness:easily deceived,80b51092-3fbc-4d0c-8518-fc461ccb6c80,029fa8c1379ee77aa0ae9dea51bacb2323621f879fddac49fec84d9133829ad0
TEAM AXE,399,yemoja-the-cool,yemoja the cool,Yemoja is a content creator who is known for her cool girl aesthetic.,Female,hair:orange pigtail;eyes:dark brown;teeth:none;clothing:black patterned kento;accessories:hair clip;expression:dismayed;strength:none;weakness:none,1693b44d-96cf-4c2d-89be-9f4219c28447,012d68923cee35fd796fc7d0d2c912bf573c00d743d0af78cf273ffc6b147b7c
TEAM AXE,399,yemoja-the-cool,yemoja the cool,Yemoja is a content creator who is known for her cool girl aesthetic.,Female,hair:orange pigtail;eyes:dark brown;teeth:none;clothing:black patterned kento;accessories:hair clip;expression:dismayed;strength:none;weakness:none,1693b44d-96cf-4c2d-89be-9f4219c28447,012d68923cee35fd796fc7d0d2c912bf573c00d743d0af78cf273ffc6b147b7c
TEAM AXE,400,Nana-the-dancer,nana the dancer,Nana is a dancer from Kumasi who performes at well known events all over Ghana.,Female,hair:orange afro;eyes:brown;teeth:none;clothing:yellow patterned kento;accessories:none;expression:hopeful;strength:none;weakness:none,9609d0f4-d9d3-4cff-aa06-a9c459fefa39,a2e04e5e5d8a9c12f906162ce16f3fca5cc5399e29ac1d99e4622e63bccfae19
TEAM AXE,400,Nana-the-dancer,nana the dancer,Nana is a dancer from Kumasi who performes at well known events all over Ghana.,Female,hair:orange afro;eyes:brown;teeth:none;clothing:yellow patterned kento;accessories:none;expression:hopeful;strength:none;weakness:none,9609d0f4-d9d3-4cff-aa06-a9c459fefa39,a2e04e5e5d8a9c12f906162ce16f3fca5cc5399e29ac1d99e4622e63bccfae19
TEAM BOOT,401,smirky-becky,smirky becky,Becky ends every statement she makes with a smirk.,Female,hair:black low cut;eyes:brown;teeth:none;clothing:animal print dress;accessories:ankara beret;expression:smirking;strength:curiosity;weakness:short sighted,87bcc41f-eb3e-4ba2-9645-223c949a9b50,0e0ed08627872030fd1c855ff6c011743f4f4feb869891dde94299f05b378b79
TEAM BOOT,401,smirky-becky,smirky becky,Becky ends every statement she makes with a smirk.,Female,hair:black low cut;eyes:brown;teeth:none;clothing:animal print dress;accessories:ankara beret;expression:smirking;strength:curiosity;weakness:short sighted,87bcc41f-eb3e-4ba2-9645-223c949a9b50,0e0ed08627872030fd1c855ff6c011743f4f4feb869891dde94299f05b378b79
TEAM BOOT,402,ankara-scarlett,ankara scarlett,Scarlett is a tailor at yaba market and she loves what she does.,Female,hair:orange bun;eyes:closed;teeth:none;clothing:ankara mixed with black material dress;accessories:none;expression:unethusiastic;strength:fashion;weakness:timidity,66d0149f-5f2a-4ded-8e6b-9bd7d7631c39,3246f9f650aa3a363a6ec04dead21169035c82fb92ffe830e7a09888f9e7d7d7
TEAM BOOT,402,ankara-scarlett,ankara scarlett,Scarlett is a tailor at yaba market and she loves what she does.,Female,hair:orange bun;eyes:closed;teeth:none;clothing:ankara mixed with black material dress;accessories:none;expression:unethusiastic;strength:fashion;weakness:timidity,66d0149f-5f2a-4ded-8e6b-9bd7d7631c39,3246f9f650aa3a363a6ec04dead21169035c82fb92ffe830e7a09888f9e7d7d7
TEAM BOOT,403,sea-rastafaria,sea rastafaria,Ronke is the ghetto goddess that nobody wants to mess with; stay clear.,Female,hair:purple dreadlocks;eyes:closed;teeth:none;clothing:blue one hand dress;accessories:none;expression:unfazed;strength:intellect;weakness:impatient,d1556c97-9075-49fc-8bde-1826bfc2dbe1,21a98f8c19e027ef3ff30b7b2863813a79c7d9379497432197d823326553eb5b
TEAM BOOT,403,sea-rastafaria,sea rastafaria,Ronke is the ghetto goddess that nobody wants to mess with; stay clear.,Female,hair:purple dreadlocks;eyes:closed;teeth:none;clothing:blue one hand dress;accessories:none;expression:unfazed;strength:intellect;weakness:impatient,d1556c97-9075-49fc-8bde-1826bfc2dbe1,21a98f8c19e027ef3ff30b7b2863813a79c7d9379497432197d823326553eb5b
TEAM BOOT,404,pretty-betty,pretty betty,Betty is very proud of her beauty and does not hesitate to flaunt it.,Female,hair:orange bob;eyes:closed;teeth:none;clothing:orange one hand ankara print;accessories:none;expression:stoic;strength:beauty;weakness:pride,6a4f5b7c-914d-42c5-8e5f-d1c34ca48886,1cff1b9e4056e5cf00b8e1b7496a120f31e502e5012e0fa015bc14f246d436a7
TEAM BOOT,404,pretty-betty,pretty betty,Betty is very proud of her beauty and does not hesitate to flaunt it.,Female,hair:orange bob;eyes:closed;teeth:none;clothing:orange one hand ankara print;accessories:none;expression:stoic;strength:beauty;weakness:pride,6a4f5b7c-914d-42c5-8e5f-d1c34ca48886,1cff1b9e4056e5cf00b8e1b7496a120f31e502e5012e0fa015bc14f246d436a7
TEAM BOOT,405,lola-medusa,lola medusa,Lola is the head maketer at her firm and she is the best at negotiating.,Female,hair:long red braids;eyes:closed;teeth:none;clothing:geometric ankara print;accessories:none;expression:unfazed;strength:conviction;weakness:narcissism,32ec57f7-8272-4671-ad2d-db3dff99fe9f,34c91f5c3cee39e94d456f5ec6a19bb9aeac2783bdbea2fe400fc5826dc1dca0
TEAM BOOT,405,lola-medusa,lola medusa,Lola is the head maketer at her firm and she is the best at negotiating.,Female,hair:long red braids;eyes:closed;teeth:none;clothing:geometric ankara print;accessories:none;expression:unfazed;strength:conviction;weakness:narcissism,32ec57f7-8272-4671-ad2d-db3dff99fe9f,34c91f5c3cee39e94d456f5ec6a19bb9aeac2783bdbea2fe400fc5826dc1dca0
TEAM BOOT,406,bukola-nosend,bukola nosend,Bukola is friends with many but always get moody.,Female,hair:brunette bob;eyes:brown;teeth:none;clothing:blue and yellow ankara print dress;accessories:none;expression:moody;strength:ideation;weakness:procrastination,59d19b13-09e2-412e-a669-df020e03ae10,634b6e98f0d5274e7a63295d831b9ccf2b403c3a3505a22cf26a926ba99ab3e3
TEAM BOOT,406,bukola-nosend,bukola nosend,Bukola is friends with many but always get moody.,Female,hair:brunette bob;eyes:brown;teeth:none;clothing:blue and yellow ankara print dress;accessories:none;expression:moody;strength:ideation;weakness:procrastination,59d19b13-09e2-412e-a669-df020e03ae10,634b6e98f0d5274e7a63295d831b9ccf2b403c3a3505a22cf26a926ba99ab3e3
TEAM BOOT,407,burna-morgan,burna morgan,Morgan paints the town red with her red hair.,Female,hair:two brunette buns;eyes:brown;teeth:none;clothing:ankara  dungarees;accessories:tobacco pipe;expression:none;strength:fighting;weakness:bossy,d08af477-de20-4780-8449-46b87840b9fa,3cfd0407f6d496a0efe714c1828d75c2f2eb8d89006a79849765c2dee15c4b86
TEAM BOOT,407,burna-morgan,burna morgan,Morgan paints the town red with her red hair.,Female,hair:two brunette buns;eyes:brown;teeth:none;clothing:ankara  dungarees;accessories:tobacco pipe;expression:none;strength:fighting;weakness:bossy,d08af477-de20-4780-8449-46b87840b9fa,3cfd0407f6d496a0efe714c1828d75c2f2eb8d89006a79849765c2dee15c4b86
TEAM BOOT,408,afro-star,afro star,Bimbo is an afro star with great affluence.,Female,hair:orange afro;eyes:brown;teeth:none;clothing:ghana kente dress;accessories:none;expression:inspired;strength:money;weakness:aggresive,40743b16-ae12-4b4a-989c-e5fbf1e2e0ca,fee939f22f8227fbc0e586ca7342ade6fb5e99e55112b23520a55522d88319c3
TEAM BOOT,408,afro-star,afro star,Bimbo is an afro star with great affluence.,Female,hair:orange afro;eyes:brown;teeth:none;clothing:ghana kente dress;accessories:none;expression:inspired;strength:money;weakness:aggresive,40743b16-ae12-4b4a-989c-e5fbf1e2e0ca,fee939f22f8227fbc0e586ca7342ade6fb5e99e55112b23520a55522d88319c3
TEAM BOOT,409,fiesty-sandra,fiesty sandra,Sandra is a social animal; correct owambe ambassador.,Female,hair:brown bun;eyes:brown;teeth:none;clothing:yellow ankara dress;accessories:purple bubblegum;expression:none;strength:relating with people;weakness:short attention span,d875aa6c-3e4a-4450-b09c-e9f1cdcc3947,c161a7b9a0632126d58cb9e9a8a59288724e27dbaf33b3c1086a21c1f0c88e46
TEAM BOOT,409,fiesty-sandra,fiesty sandra,Sandra is a social animal; correct owambe ambassador.,Female,hair:brown bun;eyes:brown;teeth:none;clothing:yellow ankara dress;accessories:purple bubblegum;expression:none;strength:relating with people;weakness:short attention span,d875aa6c-3e4a-4450-b09c-e9f1cdcc3947,c161a7b9a0632126d58cb9e9a8a59288724e27dbaf33b3c1086a21c1f0c88e46
TEAM BOOT,410,sister-nkechi-sabi,sister nkechi sabi,Nkechi is the true definition of amebo; always in peoples business.,Female,hair:black low cut;eyes:brown;teeth:none;clothing:yellow patterned ankara dress;accessories:ankara beret;expression:none;strength:amebo;weakness:keeping quiet,a728a380-1d33-4080-841d-80b041474d8f,5afcc67e9742d79b5037dbd25beb220420be274966449f6bc1952b1851d0fc3b
TEAM BOOT,410,sister-nkechi-sabi,sister nkechi sabi,Nkechi is the true definition of amebo; always in peoples business.,Female,hair:black low cut;eyes:brown;teeth:none;clothing:yellow patterned ankara dress;accessories:ankara beret;expression:none;strength:amebo;weakness:keeping quiet,a728a380-1d33-4080-841d-80b041474d8f,5afcc67e9742d79b5037dbd25beb220420be274966449f6bc1952b1851d0fc3b
TEAM BOOT,411,unfriendly-gina,unfriendly gina,Gina is an angry one; she has no friends but has a lot of money.,Female,hair:orange bun;eyes:brown;teeth:none;clothing:animal print dress;accessories:none;expression:stoic;strength:anger;weakness:peace,dd30a327-8a74-40a5-8207-19a790508ccc,58f7e0c4615bc52db6590cfd7cf98e28d1032b8b53c3295faf3feb4d8388b9d0
TEAM BOOT,411,unfriendly-gina,unfriendly gina,Gina is an angry one; she has no friends but has a lot of money.,Female,hair:orange bun;eyes:brown;teeth:none;clothing:animal print dress;accessories:none;expression:stoic;strength:anger;weakness:peace,dd30a327-8a74-40a5-8207-19a790508ccc,58f7e0c4615bc52db6590cfd7cf98e28d1032b8b53c3295faf3feb4d8388b9d0
TEAM BOOT,412,dada-ganster,dada ganster,Zoe got her nickname dada gangster because of her beautiful dreadlocks; she is a sweet one and is ever ready to help others.,Female,hair:purple dreadlock;eyes:brown;teeth:vampiric;clothing:ankara mixed with black material dress;accessories:none;expression:annoyed;strength:finding trouble;weakness:impulsive,e1a43f65-aad2-4385-ac5e-bc159c6e0f2a,c897ccda5fd221e5ec253e77fc41c26f715645448d0419ab6f313f5afa733222
TEAM BOOT,412,dada-ganster,dada ganster,Zoe got her nickname dada gangster because of her beautiful dreadlocks; she is a sweet one and is ever ready to help others.,Female,hair:purple dreadlock;eyes:brown;teeth:vampiric;clothing:ankara mixed with black material dress;accessories:none;expression:annoyed;strength:finding trouble;weakness:impulsive,e1a43f65-aad2-4385-ac5e-bc159c6e0f2a,c897ccda5fd221e5ec253e77fc41c26f715645448d0419ab6f313f5afa733222
TEAM BOOT,413,idoncare-linda,idoncare linda,Linda is a carefree woman that pays little attention to whatever is happening round her.,Female,hair:orange bob;eyes:brown;teeth:none;clothing:blue one hand dress;accessories:none;expression:mischievous;strength:instigating arguments;weakness:needs to be right,ed04b47c-ae98-4db2-b71b-04d7bb976d45,b6ee51feade122f7947aa97f718826cc528d82faa94c93c486d2782dc115b8d3
TEAM BOOT,413,idoncare-linda,idoncare linda,Linda is a carefree woman that pays little attention to whatever is happening round her.,Female,hair:orange bob;eyes:brown;teeth:none;clothing:blue one hand dress;accessories:none;expression:mischievous;strength:instigating arguments;weakness:needs to be right,ed04b47c-ae98-4db2-b71b-04d7bb976d45,b6ee51feade122f7947aa97f718826cc528d82faa94c93c486d2782dc115b8d3
TEAM BOOT,414,doubting-vivian,doubting vivian,Vivian just like the thomas in the bible; she doubts all.,Female,hair:long red braid;eyes:brown;teeth:none;clothing:red ankara one hand dress;accessories:none;expression:pissed;strength:logic;weakness:trust issues,a0282797-44ef-4bfb-a701-e4ed5e727d63,337bd98c28e4e915f85eab92e4d943d8cf3d287252b196faf7f6916801c899f6
TEAM BOOT,414,doubting-vivian,doubting vivian,Vivian just like the thomas in the bible; she doubts all.,Female,hair:long red braid;eyes:brown;teeth:none;clothing:red ankara one hand dress;accessories:none;expression:pissed;strength:logic;weakness:trust issues,a0282797-44ef-4bfb-a701-e4ed5e727d63,337bd98c28e4e915f85eab92e4d943d8cf3d287252b196faf7f6916801c899f6
TEAM BOOT,415,simbi-side-eyed,simbi side eyed,Simbi is reserved but doesn't allow anyone intimidate her.,Female,hair:two orange buns;eyes:brown;teeth:none;clothing:geometric ankara dress;accessories:none;expression:annoyed;strength:communication;weakness:stubborn,1f99104c-e98b-4c9a-9891-00a481e86008,537432809da350ec38cc96d40e2bf0e5e0d13a873c0295f7f870da9c91ec1543
